,objectId,marriageStatus,occupation,educationLevel,latitude,longitude,city,province,age,sex
6903,9zvgu5Ncrz,,Estudiante,primary,18.500264399999995,-69.25288990000001,San Pedro de Macoris,San Pedro de Macoris,9.0,male
6904,KfSZX91y8m,,Estudiante,primary,18.4585977,-69.21966409999999,San Pedro de Macoris,San Pedro de Macoris,10.0,female
6905,UFOeaDCrqI,free_union,Ama de casa,someHighSchool,18.470747600000003,-69.2553546,San Pedro de Macoris,San Pedro de Macoris,45.0,female
6906,rEmqI4H3GO,free_union,Other,highschool,18.47126,-69.2741479,San Pedro de Macoris,San Pedro de Macoris,30.0,female
6907,GVlsV9ygTm,single,Ninguna,lessThanprimary,18.47126,-69.2741479,San Pedro de Macoris,San Pedro de Macoris,79.0,male
6908,CbFcNcoNaE,free_union,Other,someHighSchool,18.4711633,-69.27561870000001,San Pedro de Macoris,San Pedro de Macoris,59.0,male
6909,7GJjlvvJoR,free_union,Ama de casa,,18.4719135,-69.27377249999999,San Pedro de Macoris,San Pedro de Macoris,49.0,female
6910,Kai1hq0BGG,free_union,Other,college,18.4719135,-69.27377249999999,San Pedro de Macoris,San Pedro de Macoris,51.0,female
6911,9Q1CjdQ7oS,free_union,Other,highschool,18.47126,-69.2741479,San Pedro de Macoris,San Pedro de Macoris,25.0,female
6912,xSUzwmdg6w,free_union,Other,highschool,18.4719135,-69.27377249999999,San Pedro de Macoris,San Pedro de Macoris,26.0,male
6913,Z3HGCs7Q2s,free_union,Other,highschool,18.4719135,-69.27377249999999,San Pedro de Macoris,San Pedro de Macoris,65.0,male
6914,ZKUdzwPNux,free_union,No trabaja,highschool,18.47126,-69.2741479,San Pedro de Macoris,San Pedro de Macoris,26.0,male
6915,povozmjvzH,free_union,Other,college,18.4710783,-69.2744947,San Pedro de Macoris,San Pedro de Macoris,21.0,female
6916,ncaAEkc51A,single,Other,highschool,18.4692496,-69.27510749999999,San Pedro de Macoris,San Pedro de Macoris,36.0,female
6917,Gs4ZTZpul6,single,Ama de casa,lessThanprimary,18.47126,-69.2741479,San Pedro de Macoris,San Pedro de Macoris,55.0,female
6918,AZrSEcx6ej,single,No trabaja,lessThanprimary,18.47126,-69.2741479,San Pedro de Macoris,San Pedro de Macoris,,female
6919,iBNk8gMcmy,widow,Other,lessThanprimary,18.4719135,-69.27377249999999,San Pedro de Macoris,San Pedro de Macoris,88.0,female
6920,NSZOZlW2Kp,married,Other,highschool,18.47126,-69.2741479,San Pedro de Macoris,San Pedro de Macoris,34.0,male
6921,lg7mB72777,married,Other,college,18.470522199999998,-69.2754982,San Pedro de Macoris,San Pedro de Macoris,28.0,male
6922,HC1JqDrNZC,free_union,Other,highschool,18.470522199999998,-69.2754982,San Pedro de Macoris,San Pedro de Macoris,23.0,female
6923,MCRFcC7wXD,single,Other,lessThanprimary,18.4692496,-69.27510749999999,San Pedro de Macoris,San Pedro de Macoris,46.0,male
6924,PWW5ChW1tl,widow,Ama de casa,lessThanprimary,18.4692496,-69.27510749999999,San Pedro de Macoris,San Pedro de Macoris,61.0,female
6925,3AjXanJcQ3,married,Other,highschool,18.4712302,-69.2744443,San Pedro de Macoris,San Pedro de Macoris,37.0,female
6926,a5eDCy6AiG,married,Other,lessThanprimary,18.471284899999997,-69.2747324,San Pedro de Macoris,San Pedro de Macoris,71.0,male
6927,jMGbtp0vV5,married,Other,lessThanprimary,18.4710467,-69.27471329999999,San Pedro de Macoris,San Pedro de Macoris,36.0,male
6928,w8ciOB7zzK,free_union,Ama de casa,someHighSchool,18.471260100000002,-69.27467299999999,San Pedro de Macoris,San Pedro de Macoris,44.0,female
6929,lkwN2O15tc,free_union,Other,highschool,18.466411100000002,-69.2756022,San Pedro de Macoris,San Pedro de Macoris,58.0,male
6930,qJxvLdgSq6,single,Ama de casa,lessThanprimary,18.470485500000002,-69.27545129999999,San Pedro de Macoris,San Pedro de Macoris,60.0,female
6931,KbMGRehnUc,married,Other,lessThanprimary,18.4701639,-69.27601659999999,San Pedro de Macoris,San Pedro de Macoris,54.0,male
6932,6jApbry6cI,married,Ama de casa,highschool,18.4696842,-69.2745466,San Pedro de Macoris,San Pedro de Macoris,58.0,female
6933,N7cqRA8zNT,married,Other,lessThanprimary,18.4696842,-69.2745466,San Pedro de Macoris,San Pedro de Macoris,47.0,male
6934,YEtTevjmQ8,married,Other,lessThanprimary,18.4696842,-69.2745466,San Pedro de Macoris,San Pedro de Macoris,47.0,male
6935,RNRuLYiEri,married,No trabaja,lessThanprimary,18.466494100000002,-69.27617049999999,San Pedro de Macoris,San Pedro de Macoris,71.0,male
6936,pWi0CLLznz,free_union,Comerciante,highschool,18.4614693,-69.2878061,San Pedro de Macoris,San Pedro de Macoris,49.0,male
6937,m3ZJk9fK90,single,Ama de casa,lessThanprimary,18.4661014,-69.2734371,San Pedro de Macoris,San Pedro de Macoris,68.0,female
6938,odNrrgeJpJ,free_union,Other,highschool,18.4661014,-69.2734371,San Pedro de Macoris,San Pedro de Macoris,46.0,male
6939,tpwILyrF59,free_union,Ama de casa,someHighSchool,18.4658628,-69.27206640000001,San Pedro de Macoris,San Pedro de Macoris,21.0,female
6940,x6BqXg9DkI,free_union,Ama de casa,lessThanprimary,18.4658628,-69.27206640000001,San Pedro de Macoris,San Pedro de Macoris,39.0,female
6941,S7GAo8FJUi,single,Other,lessThanprimary,18.4674358,-69.27270959999998,San Pedro de Macoris,San Pedro de Macoris,64.0,male
6942,zRvN5YinFb,free_union,Other,lessThanprimary,18.474930899999997,-69.2629918,San Pedro de Macoris,San Pedro de Macoris,47.0,male
6943,MCGKizbdml,married,Ama de casa,lessThanprimary,18.4658628,-69.27206640000001,San Pedro de Macoris,San Pedro de Macoris,54.0,female
6944,I7yfrv00wH,single,Estudiante,lessThanprimary,18.4661014,-69.2734371,San Pedro de Macoris,San Pedro de Macoris,10.0,male
6945,s2iwdSTyzx,,Estudiante,primary,18.4658628,-69.27206640000001,San Pedro de Macoris,San Pedro de Macoris,10.0,male
6946,y2ryBHdKDj,single,Estudiante,lessThanprimary,18.4658628,-69.27206640000001,San Pedro de Macoris,San Pedro de Macoris,13.0,female
6947,NG2Aip2aeY,married,Other,someHighSchool,18.4666699,-69.2736117,San Pedro de Macoris,San Pedro de Macoris,49.0,male
6948,jLnhed2fsx,,Ama de casa,lessThanprimary,18.466416100000004,-69.2725762,San Pedro de Macoris,San Pedro de Macoris,,female
6949,7I2TETytQs,married,Ninguna,lessThanprimary,18.4659485,-69.27209570000001,San Pedro de Macoris,San Pedro de Macoris,78.0,male
6950,xCgIjAPTM5,single,Other,lessThanprimary,18.4657173,-69.2715135,San Pedro de Macoris,San Pedro de Macoris,26.0,female
6951,4O1jSM9xRi,married,Ama de casa,someHighSchool,18.4666699,-69.2736117,San Pedro de Macoris,San Pedro de Macoris,45.0,female
6952,x4d0dpOKUW,married,Other,lessThanprimary,18.4657173,-69.2715135,San Pedro de Macoris,San Pedro de Macoris,49.0,male
6953,MkMpYZvk5I,widow,Ama de casa,lessThanprimary,18.4661014,-69.2734371,San Pedro de Macoris,San Pedro de Macoris,69.0,female
6954,IwEgi3lKym,free_union,Ama de casa,highschool,18.4661014,-69.2734371,San Pedro de Macoris,San Pedro de Macoris,32.0,female
6955,8RLIwv41tP,single,Other,lessThanprimary,18.4661014,-69.2734371,San Pedro de Macoris,San Pedro de Macoris,41.0,female
6956,Y0ewX3dXA2,free_union,Other,lessThanprimary,18.4660082,-69.2734397,San Pedro de Macoris,San Pedro de Macoris,52.0,female
6957,G15Qp0qiJy,single,Other,lessThanprimary,18.466663,-69.2736001,San Pedro de Macoris,San Pedro de Macoris,42.0,male
6958,WleKHjooWY,single,Other,lessThanprimary,18.4668044,-69.2726269,San Pedro de Macoris,San Pedro de Macoris,52.0,male
6959,YVxCSTJF3I,single,Other,lessThanprimary,18.4664012,-69.2703286,San Pedro de Macoris,San Pedro de Macoris,55.0,male
6960,pt9mp76v4k,free_union,Ama de casa,lessThanprimary,18.4663718,-69.27028490000001,San Pedro de Macoris,San Pedro de Macoris,29.0,female
6961,siAttSdGIN,single,Other,highschool,18.4663367,-69.2702447,San Pedro de Macoris,San Pedro de Macoris,35.0,female
6962,YSbejX7RwU,married,Ama de casa,lessThanprimary,18.467178699999998,-69.27074590000001,San Pedro de Macoris,San Pedro de Macoris,25.0,female
6963,IB3RG6izlf,single,Other,lessThanprimary,18.4672625,-69.2707866,San Pedro de Macoris,San Pedro de Macoris,57.0,male
6964,FHzmY1Ldtw,married,Ama de casa,lessThanprimary,18.4671656,-69.27075500000001,San Pedro de Macoris,San Pedro de Macoris,45.0,female
6965,WQYAkvUeni,free_union,Ama de casa,lessThanprimary,18.466828,-69.27078309999999,San Pedro de Macoris,San Pedro de Macoris,21.0,female
6966,isxbas2Goy,single,Other,lessThanprimary,18.467593,-69.27079470000001,San Pedro de Macoris,San Pedro de Macoris,3.0,male
6967,bgsMyCXILK,married,Ama de casa,highschool,18.467593,-69.27079470000001,San Pedro de Macoris,San Pedro de Macoris,26.0,female
6968,nruBJwrs9W,married,Ama de casa,highschool,18.467593,-69.27079470000001,San Pedro de Macoris,San Pedro de Macoris,24.0,female
6969,GuQivYfCw8,free_union,Ama de casa,someHighSchool,18.467593,-69.27079470000001,San Pedro de Macoris,San Pedro de Macoris,22.0,female
6970,NXklG5whL2,single,No trabaja,someHighSchool,18.467593,-69.27079470000001,San Pedro de Macoris,San Pedro de Macoris,,male
6971,nMeTHyv4cw,free_union,Other,someHighSchool,18.466350100000003,-69.2703748,San Pedro de Macoris,San Pedro de Macoris,46.0,male
6972,V4mqsreWk3,free_union,Other,lessThanprimary,18.4666995,-69.27069920000001,San Pedro de Macoris,San Pedro de Macoris,40.0,female
6973,h7VNKQMlp2,,Estudiante,primary,18.4666425,-69.2705789,San Pedro de Macoris,San Pedro de Macoris,14.0,male
6974,tOI4ald7al,,Other,,18.499244,-69.2485828,San Pedro de Macoris,San Pedro de Macoris,6.0,male
6975,utwfh2klST,single,Ninguna,lessThanprimary,18.4494509,-69.126777,San Pedro de Macoris,San Pedro de Macoris,82.0,male
6976,iodAAuAqH8,free_union,Other,highschool,18.4664363,-69.3057122,San Pedro de Macoris,San Pedro de Macoris,25.0,female
6977,Ouo58CeBEH,,Menor,,18.466428399999998,-69.3057421,San Pedro de Macoris,San Pedro de Macoris,2.0,female
6978,ehE0mf1EDJ,single,Ama de casa,lessThanprimary,18.4663706,-69.3057163,San Pedro de Macoris,San Pedro de Macoris,20.0,female
6979,yAm7097fQo,free_union,Ama de casa,lessThanprimary,18.500220300000002,-69.25288990000001,San Pedro de Macoris,San Pedro de Macoris,60.0,female
6980,dSZHeXU08n,widow,Other,lessThanprimary,18.468451899999998,-69.3037979,San Pedro de Macoris,San Pedro de Macoris,79.0,female
6981,6PIswjgtNd,free_union,Ama de casa,highschool,18.87403198053956,-70.72830534546705,Constanza,La Vega,27.0,female
6982,WtuL0VKOv5,single,Agriculture,someHighSchool,18.87397326530784,-70.72816209874183,Constanza,La Vega,18.0,male
6983,Z61wwJeDq1,single,Other,highschool,18.873995686898827,-70.72816679260761,Constanza,La Vega,20.0,male
6984,ahNxVWoVok,single,Comerciante,primary,18.873814763518862,-70.72821440181762,Constanza,La Vega,57.0,female
6985,0lielfrQey,single,Agriculture,someHighSchool,18.87403141612678,-70.72841873252257,Constanza,La Vega,24.0,male
6986,XhnTMuPu0N,widow,Comerciante,lessThanprimary,18.873871676641397,-70.72841548367471,Constanza,La Vega,39.0,male
6987,OkND9AEUfI,free_union,Agriculture,lessThanprimary,18.873769417422704,-70.72868445894748,Constanza,La Vega,70.0,male
6988,HqfaIBCwbs,free_union,Ama de casa,lessThanprimary,18.873813212866775,-70.7286765799585,Constanza,La Vega,49.0,female
6989,66w4xDXLFB,free_union,Agriculture,lessThanprimary,18.87394631748914,-70.72874883196384,Constanza,La Vega,42.0,male
6990,PNn3VbmwDo,free_union,Ama de casa,lessThanprimary,18.873868156242064,-70.72887481196852,Constanza,La Vega,39.0,female
6991,rxxxcdTxSM,single,Ama de casa,lessThanprimary,18.87378534303873,-70.72891931987435,Constanza,La Vega,69.0,female
6992,4xrqpJ4E9C,free_union,Other,lessThanprimary,18.873973642493482,-70.72885687469572,Constanza,,48.0,male
6993,LWF53uYepJ,free_union,Ama de casa,lessThanprimary,18.874129987030567,-70.72900927894132,Constanza,La Vega,50.0,female
6994,HmOShM4CVw,free_union,Other,lessThanprimary,18.873988436552576,-70.72894488467901,Constanza,La Vega,56.0,female
6995,fwHH7Fx2Hp,single,Other,lessThanprimary,18.874009642767607,-70.72910372174412,Constanza,La Vega,24.0,male
6996,oVyZdIJlSo,free_union,Other,lessThanprimary,18.87376392727613,-70.72903373285264,Constanza,La Vega,49.0,male
6997,4K3ndMkUKg,free_union,Other,someHighSchool,18.873856331828343,-70.72872814167555,Constanza,La Vega,29.0,male
6998,eBwemskKZ9,free_union,Ama de casa,lessThanprimary,18.87347906829684,-70.72885880253345,Constanza,La Vega,47.0,female
6999,rWuwiZGKs4,,Ama de casa,lessThanprimary,18.873732662777297,-70.72867188609274,Constanza,La Vega,33.0,female
7000,vdaEv6ejFE,single,Agriculture,lessThanprimary,18.873493275622717,-70.72894857271642,Constanza,La Vega,41.0,male
7001,RHuB9ZbKCA,free_union,Ama de casa,highschool,18.873566072451762,-70.729098105869,Constanza,La Vega,39.0,female
7002,TrizEe1i0l,single,Estudiante,college,18.87350953651487,-70.72909718385965,Constanza,La Vega,24.0,female
7003,FcfXV7Misy,married,Other,college,18.8734908448708,-70.72923053993911,Constanza,La Vega,32.0,male
7004,3X5raGvO7u,single,Other,lessThanprimary,18.894638339076653,-70.73362738377102,Constanza,La Vega,21.0,male
7005,Fs2ooTbIhQ,free_union,Ama de casa,lessThanprimary,18.87368182653456,-70.72829981341094,Constanza,La Vega,43.0,female
7006,8WBqsWCUnb,free_union,Other,someHighSchool,18.873636480438407,-70.72810845456155,Constanza,La Vega,38.0,female
7007,PkF60k1lsw,married,Ama de casa,primary,18.873731195944238,-70.72814064106971,Constanza,La Vega,27.0,female
7008,8ppAKBbNWf,free_union,Other,lessThanprimary,18.466828,-69.27078309999999,San Pedro de Macoris,San Pedro de Macoris,57.0,male
7009,DZrEOKd34G,free_union,Ama de casa,lessThanprimary,18.466666,-69.2711125,San Pedro de Macoris,San Pedro de Macoris,66.0,female
7010,jFefgEhksA,single,Ama de casa,lessThanprimary,18.467593,-69.27079470000001,San Pedro de Macoris,San Pedro de Macoris,23.0,female
7011,zVNd0AlnoS,,Estudiante,highschool,18.466663,-69.2736001,San Pedro de Macoris,San Pedro de Macoris,15.0,female
7012,4xfH1MlG8L,free_union,Ama de casa,lessThanprimary,18.466187100000003,-69.28921319999999,San Pedro de Macoris,San Pedro de Macoris,25.0,female
7013,avxgaf1MLL,free_union,Ama de casa,someHighSchool,18.463063199999997,-69.2992676,San Pedro de Macoris,San Pedro de Macoris,21.0,female
7014,sLCen4xPwG,free_union,Other,lessThanprimary,18.4666914,-69.2897114,San Pedro de Macoris,San Pedro de Macoris,23.0,male
7015,PwFRznfUht,free_union,Other,lessThanprimary,18.466187100000003,-69.28921319999999,San Pedro de Macoris,San Pedro de Macoris,22.0,female
7016,G5CRbc3XDZ,single,Other,lessThanprimary,18.466187100000003,-69.28921319999999,San Pedro de Macoris,San Pedro de Macoris,2.0,female
7017,N6XQQKIA77,married,No trabaja,lessThanprimary,18.4672879,-69.27126319999999,San Pedro de Macoris,San Pedro de Macoris,56.0,male
7018,dCJseAOUAA,married,Other,highschool,18.4672879,-69.27126319999999,San Pedro de Macoris,San Pedro de Macoris,38.0,female
7019,2WlCCrJUFv,free_union,Ama de casa,someHighSchool,18.4672879,-69.27126319999999,San Pedro de Macoris,San Pedro de Macoris,29.0,female
7020,0NufIR0T94,,Estudiante,primary,18.4673355,-69.2716631,San Pedro de Macoris,San Pedro de Macoris,9.0,male
7021,fADASgJLag,free_union,Other,lessThanprimary,18.467516500000002,-69.2712371,San Pedro de Macoris,San Pedro de Macoris,36.0,female
7022,BMruYCKLhX,,Other,,18.467516500000002,-69.2712371,San Pedro de Macoris,San Pedro de Macoris,14.0,female
7023,a856S88Kb1,free_union,Ama de casa,someHighSchool,18.4672879,-69.27126319999999,San Pedro de Macoris,San Pedro de Macoris,47.0,female
7024,EPH45mwASw,free_union,Other,someCollege,18.4672879,-69.27126319999999,San Pedro de Macoris,San Pedro de Macoris,59.0,male
7025,XOAROT6hqV,,Estudiante,highschool,18.4673448,-69.27125009999999,San Pedro de Macoris,San Pedro de Macoris,19.0,male
7026,ghDnl0HUkA,free_union,Ama de casa,primary,18.467504199999997,-69.2714301,San Pedro de Macoris,San Pedro de Macoris,48.0,female
7027,nvZyzyi2wd,free_union,Ama de casa,lessThanprimary,18.466336,-69.27162120000001,San Pedro de Macoris,San Pedro de Macoris,56.0,female
7028,VryLJUO6Zm,free_union,Ama de casa,someHighSchool,18.466663,-69.2736001,San Pedro de Macoris,San Pedro de Macoris,25.0,female
7029,SdC0DmM6cc,free_union,Ama de casa,lessThanprimary,18.466035,-69.27203829999999,San Pedro de Macoris,San Pedro de Macoris,52.0,female
7030,ELtU5JQczG,free_union,Other,lessThanprimary,18.466663,-69.2736001,San Pedro de Macoris,San Pedro de Macoris,41.0,male
7031,KziLJTuGQX,free_union,Other,lessThanprimary,18.4918389,-69.2603869,San Pedro de Macoris,San Pedro de Macoris,61.0,female
7032,1JbZTbV2Hl,single,Ama de casa,primary,18.8567557,-70.6861565,Constanza,La Vega,55.0,female
7033,vRhYD3TGry,widow,Ama de casa,lessThanprimary,18.859110139327928,-70.68775512284662,Constanza,La Vega,78.0,female
7034,RTw08OLqnd,single,Other,lessThanprimary,18.8564227,-70.6895835,Constanza,La Vega,32.0,male
7035,qySQuS8SAH,single,Other,primary,18.8567557,-70.6861565,Constanza,La Vega,36.0,male
7036,o8ENpqAdHk,free_union,Comerciante,someHighSchool,18.858371903206088,-70.68683713681129,Constanza,La Vega,25.0,male
7037,J4uQ16hHRV,free_union,Other,primary,18.8564227,-70.6895835,Constanza,La Vega,26.0,female
7038,IVty3jWia4,free_union,Agriculture,lessThanprimary,18.857873389514953,-70.68694174296283,Constanza,La Vega,41.0,male
7039,CD2llm90Ir,married,Ama de casa,lessThanprimary,18.8464589,-70.6902688,Constanza,La Vega,77.0,female
7040,gukpB3BRrD,single,Estudiante,someHighSchool,18.85761518498776,-70.68680696195986,Constanza,La Vega,19.0,male
7041,mUpBEVGusW,single,Agriculture,lessThanprimary,18.8564227,-70.6895835,Constanza,La Vega,48.0,male
7042,0dDbH7d6wT,free_union,Ama de casa,lessThanprimary,18.8563583,-70.68939759999999,Constanza,La Vega,43.0,female
7043,sFsO2XpWLS,free_union,Ama de casa,primary,18.857244870775574,-70.68657367908871,Constanza,La Vega,54.0,female
7044,CIFw8WiZnW,single,Other,lessThanprimary,18.8648522,-70.7092267,Constanza,La Vega,42.0,male
7045,OYssG0ddqz,widow,Ama de casa,primary,18.914656,-70.7058813,Constanza,La Vega,21.0,female
7046,h0GCzng0az,single,Other,lessThanprimary,18.8564227,-70.6895835,Constanza,La Vega,25.0,male
7047,tyqAFqpBlA,free_union,Ama de casa,lessThanprimary,18.85690666271267,-70.68678860559191,Constanza,La Vega,45.0,female
7048,riDOTeBbRh,free_union,Ama de casa,someHighSchool,18.8569362,-70.68627109999998,Constanza,La Vega,33.0,female
7049,a5rvhm7ySn,free_union,Agriculture,lessThanprimary,18.8563995,-70.68951209999999,Constanza,La Vega,60.0,male
7050,1SrtIA0CrG,single,Agriculture,primary,18.8563583,-70.68939759999999,Constanza,La Vega,46.0,male
7051,D6vlyAlRZ7,free_union,Agriculture,highschool,18.85643963,-70.68926247,Constanza,La Vega,35.0,male
7052,nX8wJay1Vk,single,Other,lessThanprimary,18.856734288873948,-70.68728405988837,Constanza,La Vega,51.0,male
7053,Fj7hSzJf5q,free_union,Ama de casa,someHighSchool,18.8566494,-70.6860984,Constanza,La Vega,30.0,female
7054,RCXMS9byMf,widow,Ama de casa,lessThanprimary,18.8564227,-70.6895835,Constanza,La Vega,21.0,female
7055,m5a4q7IAeD,free_union,Comerciante,lessThanprimary,18.8564227,-70.6895835,Constanza,La Vega,43.0,female
7056,P3vv0TgLVz,widow,Ama de casa,lessThanprimary,18.8564227,-70.6895835,Constanza,,58.0,female
7057,ql7llkWEmj,single,Other,college,18.8566494,-70.6860984,Constanza,La Vega,27.0,female
7058,KqW3ohJfaq,widow,Ama de casa,lessThanprimary,18.85686601048229,-70.68597841083135,Constanza,La Vega,73.0,male
7059,lU6b2K4BOQ,free_union,Other,highschool,18.85708280840782,-70.68612710579363,Constanza,La Vega,37.0,female
7060,WptGevsNz2,free_union,Ama de casa,primary,18.907509899999997,-70.7443125,Constanza,La Vega,52.0,female
7061,zLeMIXspu3,single,Other,highschool,18.85708280840782,-70.68612710579363,Constanza,La Vega,29.0,male
7062,WVDT3GUTo7,free_union,Estudiante,someHighSchool,18.907509899999997,-70.7443125,Constanza,La Vega,18.0,female
7063,ylf6bWKGx4,free_union,Agriculture,primary,18.856472899223547,-70.68600934005407,Constanza,La Vega,52.0,male
7064,xDdCd4tHPd,free_union,Ama de casa,lessThanprimary,18.855870322627577,-70.68642263841495,Constanza,La Vega,39.0,female
7065,mLNFPfO44W,married,Ama de casa,lessThanprimary,18.855879,-70.6863772,Constanza,La Vega,60.0,female
7066,sbctJCL23W,single,Ama de casa,highschool,18.8557746,-70.68643270000001,Constanza,La Vega,14.0,female
7067,G5QEojBtMW,single,Other,highschool,18.855891656148113,-70.68635844632115,Constanza,La Vega,33.0,male
7068,5hdyyH5Fxx,free_union,Ama de casa,lessThanprimary,18.8557654,-70.68635400000001,Constanza,La Vega,46.0,female
7069,tM5rptrHhE,single,Agriculture,someHighSchool,18.855573814379852,-70.68656053400663,Constanza,La Vega,21.0,male
7070,EUbpbmoE0a,single,Agriculture,lessThanprimary,18.8564227,-70.6895835,Constanza,La Vega,26.0,male
7071,FwX2AYNzTC,single,Agriculture,lessThanprimary,18.8558518,-70.6863308,Constanza,La Vega,25.0,male
7072,wTOlr0z2Pp,widow,Agriculture,lessThanprimary,18.8557704,-70.68641109999999,Constanza,La Vega,68.0,male
7073,LdbbnYyqmr,free_union,Ama de casa,lessThanprimary,18.855606252345122,-70.68667855120327,Constanza,La Vega,41.0,female
7074,jhfWezoNRy,married,Ama de casa,lessThanprimary,18.8554643,-70.686656,Constanza,La Vega,57.0,female
7075,Vgn2S3cRFD,single,Ama de casa,someHighSchool,18.8564227,-70.6895835,Constanza,La Vega,33.0,female
7076,SOUjch1Gp7,single,Ama de casa,highschool,18.855668100000003,-70.6866583,Constanza,La Vega,24.0,female
7077,m7tiRgJDSo,free_union,Agriculture,lessThanprimary,18.8563583,-70.68939759999999,Constanza,La Vega,28.0,male
7078,cBMskyaOqG,single,Ama de casa,college,18.855185564624936,-70.68706168799721,Constanza,La Vega,20.0,female
7079,J5xmtaCHda,free_union,Ama de casa,lessThanprimary,18.855528426374168,-70.68694459280992,Constanza,La Vega,34.0,female
7080,iY3oppOrKx,married,Ama de casa,lessThanprimary,18.855182798596896,-70.6874497701141,Constanza,La Vega,25.0,female
7081,afTrQX2b3X,single,Agriculture,lessThanprimary,18.855255930702068,-70.68757985725131,Constanza,La Vega,,male
7082,Pxg9YqjLzt,widow,Ama de casa,lessThanprimary,18.8865785,-70.73601,Constanza,La Vega,63.0,female
7083,XnUCuX1pI6,free_union,Agriculture,lessThanprimary,18.85528250133512,-70.6870787032607,Constanza,La Vega,55.0,male
7084,3SVvqQS3sm,single,Other,lessThanprimary,18.528334899999997,-69.2048467,San Pedro de Macoris,San Pedro de Macoris,80.0,male
7085,HqlIdaohhT,free_union,Other,lessThanprimary,18.5158615,-69.2131245,San Pedro de Macoris,,45.0,female
7086,3mkHHxoF0D,,Other,,18.430452597382548,-69.67594128810201,,,,male
7087,XUkE9Hcve4,single,Ama de casa,lessThanprimary,18.882500845956507,-70.7364533935401,Constanza,La Vega,50.0,female
7088,2a33JzplGY,free_union,Other,someHighSchool,18.8648522,-70.7092267,Constanza,La Vega,24.0,female
7089,Z9s0jDRCQR,free_union,Agriculture,lessThanprimary,18.872816646489195,-70.72779949761063,Constanza,La Vega,47.0,male
7090,Q3frCtcbao,married,Other,lessThanprimary,18.87309175694785,-70.72762112769037,Constanza,La Vega,28.0,female
7091,sH4ZNkCY61,single,Other,lessThanprimary,18.8487125,-70.691384,Constanza,La Vega,54.0,female
7092,ecV33zSdWM,free_union,Ama de casa,lessThanprimary,18.87197774371027,-70.72745625867577,Constanza,La Vega,36.0,female
7093,6iwMLx0d99,single,Other,lessThanprimary,18.87227749142101,-70.72727260774052,Constanza,La Vega,34.0,male
7094,CaBLFCRsaP,free_union,Agriculture,lessThanprimary,18.872054527434035,-70.72720349840925,Constanza,La Vega,36.0,male
7095,NeWWLfjTyy,single,Other,highschool,18.864732800000002,-70.7081116,Constanza,La Vega,25.0,female
7096,h31vt6y6if,free_union,Ama de casa,highschool,18.87129118202149,-70.72660465731353,Constanza,La Vega,26.0,female
7097,mAWPNAB7dx,free_union,Other,someHighSchool,18.862516199999998,-70.70402270000001,Constanza,La Vega,33.0,female
7098,Wnl6PFQCXu,married,Other,lessThanprimary,18.87131121477007,-70.72655579081804,Constanza,La Vega,44.0,female
7099,wDRiKUplCG,single,Other,someHighSchool,18.8570609,-70.7029075,Constanza,La Vega,27.0,female
7100,qlYO8yRp2r,single,Agriculture,primary,18.871521307173065,-70.72661546996862,Constanza,La Vega,46.0,male
7101,HO4bGDFJhH,free_union,Other,lessThanprimary,18.8648522,-70.7092267,Constanza,La Vega,55.0,female
7102,BEgcoUiARj,free_union,Ama de casa,lessThanprimary,18.87217241341143,-70.72759833193452,Constanza,La Vega,67.0,female
7103,WsBiXXIVYr,single,Agriculture,lessThanprimary,18.87258388103812,-70.7279413194123,Constanza,La Vega,77.0,male
7104,Hg4ZkaE0Tx,free_union,Other,lessThanprimary,18.915930499999998,-70.76005490000001,Constanza,La Vega,32.0,male
7105,dT4CM11jIl,free_union,Other,lessThanprimary,18.9061082,-70.7508536,Constanza,La Vega,56.0,female
7106,5gri2Ut7RL,free_union,Ama de casa,someHighSchool,18.499336399999997,-69.25326240000001,San Pedro de Macoris,San Pedro de Macoris,23.0,female
7107,unUxVlhfJf,,Other,,18.499336399999997,-69.25326240000001,San Pedro de Macoris,San Pedro de Macoris,3.0,male
7108,2h92C7OkHN,,Estudiante,primary,18.499336399999997,-69.25326240000001,San Pedro de Macoris,San Pedro de Macoris,12.0,female
7109,Mm4g3hYJQE,,Estudiante,primary,18.499336399999997,-69.25326240000001,San Pedro de Macoris,San Pedro de Macoris,14.0,female
7110,F94rvxKUEA,free_union,Other,lessThanprimary,18.499336399999997,-69.25326240000001,San Pedro de Macoris,San Pedro de Macoris,32.0,male
7111,MzkrpgvCUB,single,Other,lessThanprimary,18.500283800000002,-69.25286659999999,San Pedro de Macoris,San Pedro de Macoris,35.0,male
7112,NroUPeGmzp,single,Ama de casa,lessThanprimary,18.500283800000002,-69.25286659999999,San Pedro de Macoris,San Pedro de Macoris,30.0,female
7113,scUuUrDGU3,,Estudiante,primary,18.500283800000002,-69.25286659999999,San Pedro de Macoris,San Pedro de Macoris,15.0,male
7114,hTxGOYTIOo,single,Other,lessThanprimary,18.500283800000002,-69.25286659999999,San Pedro de Macoris,San Pedro de Macoris,34.0,male
7115,p5FA6yndAg,single,Other,lessThanprimary,18.458617999999998,-69.2156458,San Pedro de Macoris,San Pedro de Macoris,41.0,male
7116,MdpqVyLLfI,single,Other,lessThanprimary,18.903424590843642,-70.76426764956746,Constanza,La Vega,73.0,male
